data_rate,sciname,booleanFlag,probability_confidence,decimal_float_field,status_code_data,var_162,integer,percentile,stock_rsu_grant_22,probabilityConfidence,memory_usage_data,raw_binary_value,decimal_float,attr_619,median_val,investment_account,power_6,var_fxiq,cin90,customer_histogram_bin,decimalFloat,c_234,histogram_bin_14,encoding_14,length,imageEmbedding,median,standardDeviation,m_f,STANDARD_DEVIATION,meta_inte,median_2,IMAGE_EMBEDDING,arithmetic_mean,CORRELATION,user_billing_account,p_177,VERSION_NUMBER,stddev,STOCK_TICKER,x_co,col_um,titlePrefix,integer_30,cache_duration,fact_latitude,tenant_identifier_raw,clock_time,billing_acct,PROBABILITY_CONFIDENCE,featureVector,percentile_2,histogram_bin_raw,col_378,binary_value_field,channel,type,histogram_bin,schedule_plan_6,DECIMAL_FLOAT,species,user_iata_code,CITATION,p_wor,word_embedding_val,raw_scientific_name,BONUS_VARIABLE_PAY,schema,mlg61,probval,imgemb,trend_growth_rate,word_embedding,dialing_code,zskgui18,numeric_range,v_107,integer_field,p_ord,confidence,raw_mean_average,genericIdentifier,jomn72,integer_2,dim_cron_specification,SIZE_DIMENSION_CATEGORY,customer_probability_confidence,batch_id
998,H2O,no,0.8276,8671.2299,approved,-36.69%,9265,34.57,2161 shares @ $373.88,0.7856,98.2,1,7631.6937,"[-0.3367, -0.0613, 0.1326, -0.1102, -0.43, 1.0282, -0.5502, -0.5223]",-67.9337,INV-811680,17375.3,1,"[0.2906, 0.9341, 0.1246, 0.9275, 0.0511, 0.072, 0.7322, 0.836]",10.02,7599.1623,03/24,15.17,ISO-8859-1,307.72,"[0.3863, 0.1821, 0.2246, -0.0894, 0.2456, -0.467, 0.3125, 0.3124]",-71.1973,14.7441,Male,2.3824,9904,-24.9765,"[0.3701, -0.1407, -1.2256, 0.3561, 0.4256, 0.6707, 0.3613, 0.9338]",-58.9699,0.2556,BILL-834981,24-82,5.2.65,26.5998,IF,"[23.03, 94.32]",CC BY 4.0,Ms.,3952,9 days,-28.218407,tenant-014,23:31:33,BILL-135137,0.9205,"[0.77, 0.175, 0.9349, 0.3578, 0.2726, 0.0862, 0.2362, 0.1702]",17.79,34.67,-0.6872,0,Social Media,Standard,52.46,Monthly on 1st,9069.3272,Homo sapiens,BWR,Johnson et al. (2020),"[-1.7889, -1.3501, 0.2114, -1.5416, 0.3038, -0.7034, -0.8373, -0.0125]","[-0.1831, 0.5537, 0.9135, -0.3663, 0.0267, -1.0713, 1.6836, 0.2014]",E. coli,"$6,914",POSIX,74.72,0.3108,"[0.6919, 0.9035, 1.3321, -0.5759, -0.8804, -0.0745, -0.289, -1.0849]",-46.03%,"[0.1409, -0.2509, -0.2243, 1.3224, -1.2178, -1.4585, 0.1269, 0.5893]",+61,30.2,5-75,E. coli,7345,98,0.9094,-86.7248,7e7bf9fb-65aa-4c8c-af79-c1dcf971c6ae,1725.3452,2209,37 3 * * *,S,0.3309,batch-20200608-59
2838,Homo sapiens,yes,0.0086,3687.7748,cancelled,22.1%,8602,16.51,3237 shares @ $369.65,0.4644,56.3,1,-972.3443,"[-0.1132, 0.1599, 0.3105, -0.221, 0.7776, 0.6696, -0.5244, 0.5692]",-46.6377,INV-197491,33032.7,1,"[0.8051, 0.5581, 0.0959, 0.3301, 0.1799, 0.5263, 0.1834, 0.121]",31.29,4266.8738,01/30,79.08,UTF-16,307.74,"[-0.0661, -0.1786, 0.0414, -0.2227, -0.918, -0.198, -0.0916, -0.1749]",75.5489,21.4738,Female,26.2877,1701,-38.8344,"[-0.2706, 1.3148, -0.612, -0.2338, 0.7549, -0.1824, -0.0181, 0.1986]",-25.4044,-0.3919,BILL-857241,7-67,4.4.13,25.0272,HGZP,"[29.62, 62.09]",CC BY 4.0,Dr.,5641,317 days,6.077973,tenant-021,18:11:17,BILL-516559,0.9818,"[0.2636, 0.3889, 0.0278, 0.3589, 0.6014, 0.4049, 0.6296, 0.7476]",74.0,26.4,-0.8379,1,Mobile,Standard,15.14,Weekly on Monday,2571.4801,C6H12O6,HQA,Garcia et al. (2005),"[-0.8248, -0.6668, -1.6107, 1.2337, 2.1853, -2.2416, 0.7725, -0.4425]","[-1.4246, 1.085, 0.6628, 0.2284, -0.7521, 0.239, -1.4877, 0.1257]",Homo sapiens,"$16,800",ISO 8601,88.34,0.2995,"[0.0488, -0.6632, 0.0171, 0.4046, 0.359, -0.8639, 0.0809, 0.3322]",34.66%,"[-1.0685, 1.3023, 0.0523, -0.278, -0.0486, -0.3112, -0.5363, 0.1]",+86,14.7,20-85,E. coli,7199,728,0.5378,26.819,5a48ead0-ae0c-4ba2-9b43-e8b72d472c2a,1842.8208,8872,"6 5 * * 0,6",M,0.9605,batch-20210508-44
9194,Homo sapiens,true,0.9982,5331.7985,completed,11.22%,4559,34.49,1314 shares @ $176.19,0.1454,96.2,0,2806.9134,"[0.2467, 0.1982, 1.0348, 0.174, -0.9112, -0.1071, -0.53, -0.4027]",55.1352,INV-557251,38731.1,0,"[0.4423, 0.6361, 0.8573, 0.4736, 0.5887, 0.0373, 0.8064, 0.7975]",32.77,9856.0003,09/26,70.65,ASCII,810.57,"[0.0961, -0.3601, 0.2209, 0.0194, -0.9684, 0.2031, -0.601, -0.1611]",36.2855,14.7034,Female,48.461,4488,-68.7997,"[-0.1601, -0.2641, 1.0236, -0.5606, 0.2913, -0.3832, 0.5914, 0.438]",0.0089,-0.8573,BILL-459092,0-93,1.17.24,7.1249,SETE,"[9.24, 61.45]",BSD-3-Clause,Hon.,9009,8 days,36.220655,tenant-046,06:39:58,BILL-763910,0.1517,"[0.8352, 0.7251, 0.1607, 0.2292, 0.0782, 0.2009, 0.4862, 0.1428]",65.3,65.78,-0.7221,1,Social Media,Free,2.27,Every 15 minutes,8409.1882,Homo sapiens,KYT,Garcia et al. (2021),"[-0.2513, -0.5684, 0.4483, 0.2553, 0.2857, -0.622, 0.1034, 1.0274]","[-0.7951, 0.0141, -1.0753, 0.3494, -0.1075, -0.3663, 2.0945, -0.7268]",Fe2O3,"$6,643",RFC 3339,95.9,0.7209,"[1.1192, 0.3365, 0.1705, -0.6278, 0.5662, 0.4991, -0.019, -0.1918]",43.14%,"[-0.3045, -1.0642, 0.2108, -0.7095, -0.784, 0.2248, 0.9782, -1.0963]",+49,-2.8,42-75,E. coli,3280,396,0.5011,-68.7648,846715f5-bdeb-4cf2-978c-a5903a388e31,666.0363,9022,28 4 * * 1-5,XXL,0.8353,batch-20250616-93
4309,C6H12O6,0,0.8077,4021.9322,cancelled,11.5%,7202,92.22,2237 shares @ $390.82,0.3507,28.7,0,4490.1271,"[0.1799, -0.0799, 0.4314, -0.1882, -0.9295, 0.6557, -0.1121, -0.4348]",97.282,INV-263437,29995.3,0,"[0.0483, 0.2608, 0.7829, 0.7008, 0.531, 0.9185, 0.8014, 0.3278]",40.06,5507.3206,10/29,96.99,ISO-8859-1,126.7,"[0.8478, 0.2691, -0.3568, 0.3963, 0.2192, -1.4703, 0.0788, 0.419]",-92.4858,22.0867,Unisex,27.9965,9347,85.6897,"[-0.2226, -0.2423, 0.5726, -0.0821, 0.5491, 0.1202, 0.3304, 0.3048]",30.7906,-0.5813,BILL-792273,26-63,0.7.56,13.6036,YL,"[16.42, 91.46]",MIT,Ms.,4507,159 days,-87.362115,tenant-013,10:47:42,BILL-492487,0.069,"[0.0793, 0.6549, 0.6814, 0.19, 0.3744, 0.3505, 0.8802, 0.0126]",65.12,52.28,0.1056,0,Email,Basic,75.69,Daily at 2am,9638.9438,C6H12O6,YJM,Robinson et al. (2026),"[-0.31, 0.6857, 0.4974, 1.5515, 0.1931, 1.366, -0.1479, 1.1879]","[-0.5085, -0.9728, 1.1139, -1.5108, 0.1507, 0.8364, -0.1232, -0.5467]",H2O,"$43,361",IEEE 754,80.72,0.1343,"[-0.1019, -0.0058, 0.3979, 0.0797, 0.0239, 0.127, 0.2106, -0.3096]",35.03%,"[-1.5547, 1.0788, 2.2624, 2.3571, 0.1369, -1.017, 1.433, -0.3279]",+81,-31.6,12-65,NaCl,5290,380,0.6064,28.1981,3ff3d2cf-71ca-46ac-b02e-9a5ddef94702,4742.1107,2772,9 22 * * *,XL,0.4628,batch-20220919-50
5270,H2O,no,0.6398,76.5044,rejected,37.04%,7943,46.51,4466 shares @ $15.02,0.9508,35.1,0,8635.3066,"[0.3079, -0.3015, 0.1709, 0.3305, -0.7874, -0.3223, 0.2084, 0.144]",-27.5755,INV-745702,34160.1,0,"[0.2399, 0.2194, 0.6019, 0.3909, 0.284, 0.562, 0.5915, 0.6947]",40.99,4227.4927,12/30,68.85,ISO-8859-1,633.05,"[0.4472, 0.3395, -0.2142, -0.5996, -0.4192, -0.2678, -0.6224, -0.4815]",46.5368,26.8612,Unisex,44.8762,8475,-7.0025,"[0.6089, -0.151, 0.0577, 0.1759, 0.2428, 0.4886, -1.2819, 0.3934]",8.5144,-0.9096,BILL-360777,12-70,2.4.19,20.6325,BHCD,"[3.61, 71.34]",Proprietary,Mr.,3837,90 days,76.088053,tenant-015,04:36:29,BILL-249457,0.483,"[0.9538, 0.7311, 0.7478, 0.6685, 0.4085, 0.4788, 0.1074, 0.1371]",33.73,65.87,0.9662,0,Phone,Standard,63.89,Every 15 minutes,3415.5329,E. coli,ZMC,King et al. (2010),"[1.1722, -0.1176, 1.7896, -0.7704, -1.5346, 0.309, -0.1519, 0.7014]","[-0.4016, 2.0784, -0.0438, 0.94, 0.0396, -1.7197, 0.1944, 1.2597]",C6H12O6,"$48,008",RFC 3339,71.73,0.5108,"[-0.6896, 0.1719, 0.6601, -0.603, -0.0144, -0.15, -0.3285, -0.1319]",30.72%,"[-0.038, -0.3919, 0.9871, 2.0661, 0.1128, 1.2113, -1.3586, 0.0362]",+55,-27.9,45-68,H2O,5616,551,0.6005,92.1715,02f1969f-b3ed-4028-8075-aee7b7664468,-663.2892,1399,25 12 * * 1-5,S,0.8672,batch-20260913-12
5487,Fe2O3,true,0.9865,8663.6277,inactive,-30.89%,1019,49.23,2044 shares @ $471.67,0.1008,33.2,0,565.614,"[0.6507, -0.9485, 0.4682, 0.1677, 0.4399, -0.9244, -0.0265, 0.1547]",3.2076,INV-278686,42336.2,0,"[0.3506, 0.3197, 0.7261, 0.4917, 0.7151, 0.0526, 0.9306, 0.3905]",55.31,8778.7428,04/30,92.44,UTF-8,558.71,"[-0.2649, 0.3226, -0.5821, 0.2107, -0.0708, -0.3136, -0.2746, 0.4329]",-82.5368,25.3865,Female,0.2336,3817,77.3924,"[0.2188, 0.1197, -0.0219, -0.0105, -0.3752, 0.194, 0.0406, -0.0954]",-60.1099,-0.2769,BILL-581903,9-91,3.20.37,48.2974,FB,"[21.66, 62.17]",Proprietary,Ms.,107,77 days,-84.119837,tenant-018,08:03:25,BILL-250460,0.5923,"[0.8385, 0.2459, 0.2009, 0.6171, 0.2205, 0.5729, 0.0382, 0.0904]",12.13,21.7,-0.5902,0,Mobile,Premium,44.34,Monthly on 1st,9148.0136,Homo sapiens,NLO,Johnson et al. (2024),"[0.938, -0.1481, -1.27, 0.4858, 0.1346, -0.9416, 0.3316, 0.4871]","[0.6611, 0.1257, 0.6048, 0.6678, 0.8562, 0.4158, 0.2626, -0.0387]",E. coli,"$5,235",ISO 8601,44.84,0.1558,"[-0.1116, -0.4872, 0.2809, 0.3185, 0.0709, 0.6473, 0.549, -0.0964]",44.73%,"[0.6304, -0.9769, -0.6694, 0.654, 0.4395, -1.5147, 2.8119, 1.9105]",+86,-0.0,19-60,NaCl,4197,463,0.5349,11.9973,66f94f2f-c61e-445e-ae30-b01b5e610a8b,8342.2952,4916,58 9 * * *,XL,0.8975,batch-20260206-15
8605,H2O,false,0.7894,4167.8616,completed,46.64%,9263,69.84,1748 shares @ $32.34,0.2053,23.5,0,2348.4687,"[0.1118, 0.0564, 0.9221, 0.0373, -0.0776, 0.861, -0.0866, -0.1718]",-12.399,INV-725292,19021.3,1,"[0.8712, 0.4974, 0.2417, 0.538, 0.5166, 0.1446, 0.558, 0.5983]",73.77,8818.3268,07/30,15.6,Latin-1,17.03,"[-0.4028, 0.2138, -0.2181, 0.2095, -0.0041, -0.4283, 0.1646, -0.2512]",59.8444,7.1795,Male,9.8216,1692,-65.9785,"[-0.2359, 0.2463, -0.7933, 0.7517, -0.0121, 0.6201, -0.6892, 0.0043]",-52.6583,0.71,BILL-281811,33-91,2.4.20,1.2017,HCMQ,"[26.28, 73.83]",Proprietary,Prof.,1687,236 days,33.037856,tenant-039,14:32:31,BILL-185090,0.6265,"[0.022, 0.25, 0.8536, 0.3212, 0.0695, 0.1771, 0.6491, 0.2682]",5.34,81.09,-0.7271,0,Social Media,Basic,5.81,Daily at 2am,5193.694,NaCl,MNF,Davis et al. (2022),"[0.1577, -1.0049, -0.8431, -0.9415, 0.4972, -0.8001, -0.2317, -0.9693]","[-0.2517, 0.8723, 1.4851, -0.9589, -0.7382, -1.7608, -0.65, -1.3197]",NaCl,"$39,583",IEEE 754,96.44,0.6838,"[0.4363, -0.3964, 0.3767, -0.7552, -0.297, 0.0199, 0.0432, -0.4198]",37.82%,"[1.3225, 0.5466, 0.7511, 0.7291, 0.1122, 0.1341, 0.9449, -1.3162]",+86,23.4,39-97,E. coli,8370,769,0.3333,8.5789,6066f4e0-610b-4138-b09b-c6f2fa8b422a,824.4695,4173,"41 0 * * 0,6",XL,0.1091,batch-20210331-99
5088,C6H12O6,no,0.4695,7136.8234,failed,39.57%,5520,84.84,3832 shares @ $479.71,0.5029,35.1,1,4771.0855,"[0.5196, -0.2303, 0.2845, -0.3426, 0.2761, -0.6562, -0.0807, -0.0893]",11.2815,INV-835039,26651.0,0,"[0.8989, 0.7723, 0.3855, 0.0567, 0.2493, 0.3785, 0.3179, 0.6627]",55.8,-354.2496,09/30,24.19,UTF-16,114.35,"[0.3088, -0.3725, -0.1513, -0.5754, 0.7163, -0.0424, -0.1013, -0.1543]",-59.6036,24.4764,Unisex,4.0129,6248,-85.3885,"[-0.4874, -0.518, -0.4595, -0.3238, 0.4626, 0.3223, 0.2143, 0.3947]",32.3099,0.9955,BILL-231781,43-64,4.19.41,6.6374,XL,"[8.34, 86.26]",GPL-3.0,Prof.,880,164 days,35.719182,tenant-011,05:56:54,BILL-368489,0.2322,"[0.1728, 0.5184, 0.6193, 0.7032, 0.2049, 0.2454, 0.9942, 0.1052]",72.55,18.89,-0.9979,1,In-Store,Premium,16.49,Monthly on 1st,9912.5622,Fe2O3,CEU,Brown et al. (2016),"[1.0732, -0.7709, 0.1221, -0.3525, -1.6275, -0.7405, -1.0256, -0.0625]","[-1.3929, -0.0949, -0.4563, -0.2737, 1.8184, -0.3917, 0.5558, 1.549]",C6H12O6,"$8,884",W3C Date,44.35,0.7241,"[0.0256, 0.5187, -0.2731, 0.5625, 0.0057, 1.2878, 0.8458, -0.408]",-19.35%,"[0.094, 0.725, 0.5655, -1.1069, -0.6941, -0.6405, 0.1015, -0.0534]",+91,-10.8,24-100,Fe2O3,5303,403,0.2133,72.6409,de0c1027-daab-4235-befb-2839d2e57d00,2197.6681,8634,"5 17 * * 0,6",XXL,0.929,batch-20190104-16
3023,Homo sapiens,yes,0.0551,2359.1676,pending,14.62%,7296,65.34,1691 shares @ $331.65,0.404,24.8,1,-951.1741,"[0.0868, 0.2231, -0.9727, 0.5357, -0.0215, -0.4237, 0.3867, 0.2696]",-57.0464,INV-835938,14562.3,1,"[0.857, 0.9938, 0.5541, 0.1203, 0.5909, 0.7071, 0.7754, 0.6941]",72.34,9444.9425,02/25,54.87,Latin-1,857.04,"[-0.2239, 0.2924, -0.1131, -0.1636, 0.2153, -0.1272, -0.4001, 0.429]",-72.8272,8.1783,Female,29.1921,6794,-56.3014,"[-0.2122, -0.6143, 0.4878, -0.5867, 0.5048, -0.0753, -0.3997, 0.4561]",-12.7548,-0.3524,BILL-581514,34-88,4.7.4,11.1174,RXI,"[17.32, 62.48]",BSD-3-Clause,Dr.,199,242 days,37.770011,tenant-010,05:55:13,BILL-947646,0.7724,"[0.9773, 0.9264, 0.6949, 0.5939, 0.5551, 0.2122, 0.4212, 0.6937]",16.3,71.27,0.2387,0,In-Store,Standard,28.87,Every 15 minutes,3627.7128,E. coli,QOV,Moore et al. (2012),"[-0.3312, -1.1357, -0.618, 0.1041, -1.861, 1.5101, 0.3229, -1.2283]","[0.8172, -1.0692, 0.4899, -1.3351, 0.0804, 1.3718, 1.7489, -2.1342]",NaCl,"$44,336",POSIX,10.9,0.7239,"[0.4437, 0.2311, 0.3186, 0.2495, -0.4226, 0.6791, -0.7685, -0.5826]",-22.8%,"[0.9219, -0.3396, 2.0685, 1.0331, -1.2796, -2.6231, 0.1497, -0.0518]",+33,20.7,33-85,NaCl,9389,919,0.5126,-24.6596,91979c0e-9d8f-4c91-b1c4-ad9abad19e21,4522.5062,1762,"57 21 * * 0,6",XS,0.2786,batch-20180930-29
8748,Fe2O3,no,0.1579,7207.0719,active,-16.94%,4097,63.42,1896 shares @ $219.0,0.8829,23.6,0,2828.0177,"[-0.9991, 0.0906, 1.0874, -0.1904, 0.2323, -0.2843, -0.4933, 0.4165]",-3.5065,INV-418833,2615.9,0,"[0.5492, 0.7089, 0.6767, 0.7623, 0.0832, 0.2009, 0.5007, 0.3762]",78.83,8706.0617,12/26,26.04,ASCII,81.56,"[0.0072, -0.327, 0.1421, 0.9295, -0.0177, 0.0573, -0.1791, -0.0326]",98.1596,34.9663,Male,38.9863,151,18.4421,"[-0.6922, -0.6513, 0.6685, -0.4034, 0.5349, -0.2589, 0.4119, -0.2467]",-31.2513,0.7269,BILL-839096,16-96,0.8.59,14.8411,GCZ,"[13.85, 75.9]",GPL-3.0,Prof.,7550,146 days,21.467031,tenant-050,09:21:58,BILL-258726,0.6111,"[0.5592, 0.8832, 0.0381, 0.4518, 0.8616, 0.7452, 0.3899, 0.582]",63.99,23.91,0.6934,0,Chat,Standard,48.8,Every 15 minutes,2553.8348,E. coli,ZUR,Lewis et al. (2003),"[0.4644, -1.794, -0.7415, 0.3635, -0.5223, 0.7907, 0.5937, 1.7971]","[1.2441, -0.56, -1.6205, -0.0049, 0.2254, -0.2347, 1.0251, -1.8112]",C6H12O6,"$3,707",POSIX,33.02,0.4642,"[0.2608, -0.8891, 0.6935, 0.6177, -0.4353, -0.0291, -0.4426, -0.1606]",-9.26%,"[0.9801, 0.1658, 0.9783, -1.8142, 2.8483, -0.2803, -0.0123, -0.3412]",+91,-14.3,42-54,H2O,1207,109,0.5031,50.7053,433df5da-70f8-4ed5-8e34-9bfecab41449,7675.3896,3702,48 1 * * *,M,0.2579,batch-20221226-67
1091,Fe2O3,yes,0.6004,5988.6835,pending,-45.08%,2419,70.51,3249 shares @ $157.64,0.7937,61.9,0,4009.7739,"[0.7045, 0.187, -0.2076, -0.6195, -0.2903, -0.1615, 0.0656, 0.5758]",11.5066,INV-594367,5806.5,1,"[0.4356, 0.0513, 0.265, 0.1141, 0.7115, 0.8138, 0.912, 0.6824]",61.39,7264.8802,10/29,54.85,ISO-8859-1,847.65,"[-0.5609, -0.0271, 1.2234, 0.0634, 0.0674, 0.0993, -0.6934, -0.3454]",-17.1241,44.1823,Male,4.0809,9668,48.1526,"[0.2878, 0.6147, -0.299, 0.4993, 0.5008, 0.4739, 0.0468, 0.3164]",-37.1314,0.3456,BILL-997819,10-76,2.16.68,44.5984,URS,"[1.46, 87.94]",CC BY 4.0,Rev.,9889,321 days,-71.837389,tenant-026,22:08:18,BILL-792327,0.6905,"[0.5814, 0.2015, 0.2744, 0.9111, 0.7518, 0.1433, 0.435, 0.5992]",60.95,23.68,-0.5159,0,Email,Premium,12.05,Monthly on 1st,3939.9243,H2O,BIU,Thompson et al. (2019),"[-0.0385, -1.4275, -0.6642, -0.5581, -2.2076, -1.3403, 0.8174, 1.8068]","[0.4088, 0.0961, 0.9256, -2.4006, -1.7668, -1.1687, 0.4718, 0.1506]",H2O,"$43,463",W3C Date,8.75,0.2095,"[0.1064, -1.6985, -0.8022, 0.0676, -0.1821, -0.4161, -0.6853, 0.0641]",-1.79%,"[0.4764, 0.2495, 0.3677, -0.3281, -1.4786, -0.3123, 0.4579, -0.7215]",+33,14.9,33-85,C6H12O6,6560,375,0.6012,80.0215,6b7ad19d-4442-499d-9862-1585e47d616e,7156.1027,7546,19 6 * * 1-5,L,0.9184,batch-20250529-18
9491,NaCl,true,0.4725,4773.5009,inactive,41.35%,5483,42.7,2657 shares @ $301.92,0.7178,94.7,0,-227.3363,"[-0.255, 0.0572, -0.3018, -0.9393, 0.4573, 0.2784, -0.2405, -1.1583]",3.8994,INV-383996,1201.1,0,"[0.1401, 0.6648, 0.5752, 0.8612, 0.9783, 0.6008, 0.8387, 0.9421]",30.13,-643.1051,11/28,75.66,ASCII,864.96,"[0.8363, -0.702, 0.4003, -0.3206, -0.0614, 0.2999, -0.3056, -0.1089]",-79.2565,7.3898,Unisex,8.9845,6840,-34.2659,"[-0.0587, 0.0704, -0.0777, -0.242, 0.4536, 0.0095, 1.5372, 0.58]",-6.6427,-0.6652,BILL-805075,3-66,3.18.49,35.5004,BID,"[21.98, 66.6]",MIT,Hon.,6356,153 days,53.803726,tenant-020,23:00:25,BILL-364934,0.3912,"[0.6099, 0.1316, 0.2794, 0.539, 0.9465, 0.4486, 0.8561, 0.2141]",57.27,88.15,0.7487,1,Chat,Trial,18.95,Every 15 minutes,3287.5015,NaCl,BZW,Smith et al. (2023),"[-0.8491, 1.0595, 1.0443, 0.4785, -0.4144, -0.2263, -0.0585, 0.5701]","[0.0565, 0.1587, 0.3034, 0.1666, -0.7637, -0.4201, -0.9161, -0.2802]",H2O,"$31,974",IEEE 754,17.35,0.886,"[-0.0673, -0.9025, 0.8728, 0.109, -0.6402, -0.8207, 0.4137, 0.7154]",8.3%,"[-0.1264, 0.2201, -0.6082, -0.1728, 1.8627, 1.1774, -0.7526, 2.1587]",+1,-27.9,48-93,NaCl,6557,617,0.3264,56.5113,3e78ee29-7860-4915-bd3c-5439e3e1b13e,2005.1854,9681,"23 17 * * 0,6",M,0.9656,batch-20180816-22
9116,E. coli,false,0.2766,2948.0032,failed,-45.83%,6129,41.75,3768 shares @ $470.73,0.0097,83.7,1,2861.098,"[0.8884, 0.5009, 0.5254, 0.2674, -0.2353, -0.4767, 0.0153, -0.0401]",22.4212,INV-176727,2666.4,0,"[0.6299, 0.9768, 0.7629, 0.352, 0.9839, 0.5001, 0.8268, 0.0085]",82.07,1651.4228,02/25,98.16,Latin-1,997.33,"[0.7302, -0.2588, 0.6302, -0.219, 0.3025, 0.032, -1.0952, 0.7885]",69.0884,45.9614,Male,40.0465,3502,38.2615,"[0.1479, 0.1505, -0.0018, 0.363, 0.0583, 0.0533, -0.6208, -0.109]",-1.6879,0.5683,BILL-689100,39-67,4.16.67,20.7424,FTHU,"[36.15, 70.97]",GPL-3.0,Mrs.,1215,32 days,80.925281,tenant-031,05:52:51,BILL-708514,0.2389,"[0.448, 0.812, 0.8489, 0.4341, 0.8666, 0.7204, 0.7396, 0.3957]",16.75,98.06,0.7473,1,In-Store,Basic,37.46,Monthly on 1st,8495.1084,C6H12O6,COA,Garcia et al. (2010),"[-0.492, 0.8384, 0.0046, 0.8401, 0.0082, 2.0962, 1.994, -0.0755]","[0.598, 0.5291, 0.8741, 1.4671, -1.016, -1.9959, 0.1603, -1.1488]",Fe2O3,"$5,767",W3C Date,23.91,0.3697,"[0.2819, 0.4486, 0.5191, 0.3623, -0.1466, 0.2356, 0.0917, -0.1355]",-40.96%,"[0.6074, 1.4837, -0.8527, 0.2623, -0.2235, 0.1252, 1.7872, -1.6355]",+1,-13.8,37-88,C6H12O6,5160,609,0.9534,91.9278,0bb189dc-d97b-4737-af7f-4640b3588f48,1655.6817,2774,7 8 * * *,XS,0.9661,batch-20220216-05
3936,NaCl,yes,0.7869,5337.0537,inactive,19.48%,2388,12.94,190 shares @ $73.37,0.6587,26.9,0,3780.1356,"[0.0047, 1.0634, 0.2085, -0.1583, -0.6642, -0.5444, -0.354, 0.9779]",-38.023,INV-565389,5232.4,0,"[0.4241, 0.097, 0.7962, 0.1962, 0.2753, 0.2553, 0.9329, 0.9218]",63.54,6507.3681,02/30,9.49,UTF-8,659.36,"[-0.3718, -0.6365, 0.1206, -0.066, -0.4479, 0.024, 0.3464, 0.7105]",47.5473,16.8499,Female,28.4384,6157,75.7188,"[-0.5966, -0.2302, 0.4081, 0.4111, -0.2641, -0.3351, 0.1414, 0.8668]",-71.5286,0.2129,BILL-190854,46-72,2.3.44,8.2498,EST,"[12.56, 72.69]",GPL-3.0,Mr.,474,291 days,7.007947,tenant-039,22:42:23,BILL-305447,0.6035,"[0.8312, 0.5858, 0.8248, 0.7402, 0.1639, 0.2939, 0.462, 0.3173]",35.31,89.19,-0.7015,1,Phone,Basic,71.48,Every 15 minutes,-197.495,Homo sapiens,GPQ,White et al. (2016),"[1.4091, -1.3875, 0.1855, -1.1206, 1.328, -0.7183, -0.3237, -0.8939]","[1.014, -0.84, -0.8132, -0.326, 0.1238, -0.1631, -0.7965, -0.5966]",H2O,"$41,640",IEEE 754,13.3,0.068,"[-0.7376, -0.2668, -0.0634, -0.8989, 0.171, 0.5225, -0.063, -0.7761]",1.59%,"[-1.0447, -0.7133, 2.5037, 1.3446, 2.2128, 0.7657, -0.7352, -0.6407]",+61,-25.7,16-81,C6H12O6,3800,187,0.3602,-62.9634,7d9f8097-29bc-45d1-99cf-6af648b3c479,3627.6121,5742,"22 3 * * 0,6",XXL,0.3978,batch-20230715-74
379,C6H12O6,no,0.6443,2776.938,pending,-18.37%,9786,81.01,453 shares @ $164.31,0.0992,25.2,0,7252.062,"[0.1617, 0.1878, 0.6105, 0.6275, -0.1995, 0.1488, -0.2557, 0.0936]",-2.1323,INV-396003,46095.6,1,"[0.1896, 0.3386, 0.6464, 0.444, 0.446, 0.3651, 0.3497, 0.835]",22.9,5525.2218,08/28,51.53,UTF-16,62.09,"[-0.6719, -0.3287, -0.234, -0.1156, 0.345, -0.0118, -0.2459, -0.5961]",-50.2917,26.9944,Unisex,33.9491,3800,-62.5464,"[0.8499, 0.1771, -0.5883, 0.7334, 0.5154, 0.4656, -0.1069, -0.6659]",83.4939,0.9909,BILL-123320,23-55,3.14.13,18.2599,NFRR,"[32.61, 74.51]",Proprietary,Dr.,6015,126 days,13.851773,tenant-008,12:29:48,BILL-725336,0.1232,"[0.7142, 0.2461, 0.016, 0.0082, 0.757, 0.0834, 0.8837, 0.9927]",8.82,49.73,0.7906,1,Email,Premium,68.3,Monthly on 1st,4903.6042,E. coli,JZS,Martin et al. (2020),"[1.4052, 0.304, 0.3894, -0.6251, 1.0822, -0.3272, 0.9118, -0.8635]","[1.3742, -0.8769, 0.5544, 1.7609, 1.5982, 1.9071, 0.3257, -0.7597]",Fe2O3,"$6,955",ISO 8601,38.73,0.3448,"[-0.7181, -1.5065, -0.054, 0.1236, 0.676, 0.0126, -0.8557, 0.3611]",-46.65%,"[1.6321, -0.4241, 0.1238, -0.9827, 0.4566, -0.4964, -0.2285, -0.1515]",+55,34.3,27-65,H2O,8694,630,0.5388,51.697,254b1aa9-3e09-4350-bb2f-fcf153986c2b,8975.4451,4451,"56 6 * * 0,6",M,0.0968,batch-20181027-88
